,course_code,course title,description,curriculum_category,rank 1 competency,rank 2 competency,rank 3 competency,rank 4 competency,rank 5 competency,rank 6 competency,rank 7 competency,rank 8 competency,rank 9 competency,rank 10 competency,Rank 1 Competency Similarity Score,Rank 2 Competency Similarity Score,Rank 3 Competency Similarity Score,Rank 4 Competency Similarity Score,Rank 5 Competency Similarity Score,Rank 6 Competency Similarity Score,Rank 7 Competency Similarity Score,Rank 8 Competency Similarity Score,Rank 9 Competency Similarity Score,Rank 10 Competency Similarity Score
71,BLM-S-030,Specialists Reports,"TARGET AUDIENCE:  Participants for this training generally include resource specialists, external and/or contracted resource specialists, team leaders, decisionmakers, and other agency professionals who must understand the NEPA process to fully execute their responsibilities.

To prepare resource specialists (e.g. range specialists, hydrologists, cultural resource specialists) to actively and meaningfully participate in the NEPA process from inception through completion. 

OBJECTIVES:  Upon completion of this workshop, participants will be able:

	* To understand how to actively and meaningfully participate in the NEPA process from inception through completion.
	* To integrate resource information and impact analyses from specialists into the NEPA process and NEPA documents.
	* To identify team and agency expectations for resource information in NEPA documents: Categorical Exclusions, EAs, or EISs, along with their associated decision documents.
	* To match a resource specialist’s tasks to the scope and timeline for a NEPA process.
	* To coordinate information from a resource specialist with project details: for example, purpose and need language, issue identification, and design decisions about a range of reasonable alternatives.
	* To develop quality criteria for adequate baseline conditions and parallel impact projections of future conditions.
	* To identify techniques for recording both baseline conditions and impact projections (especially the comparison information in the traditional NEPA Chapter 2).
	* To plan for specialists to contribute to project scoping and ongoing scoping information, especially suggestions from the public dealing with potential impact questions.
	* To coordinate information from overlapping or related resources so that the NEPA process moves along efficiently.
	* To set quality expectations as to the extent of the literature review, both from a resource perspective and from the role of such information in an efficient NEPA analysis process.
	* To link a resource specialist’s responsibilities in regard to the legal tests of a “hard look” at possible impacts and a “good faith” effort to contribute to a legally adequate NEPA analysis.
	* To assess the differences between a single resource specialist’s information and the necessary team decisions relating to the overall NEPA analysis process.
	* To survey practices and procedures for collaborative review of all specialist reports and then to identify quality criteria for assessing each specialist’s contributions to the overall process.
	* To discuss feedback strategies for assessing the overall team success in making NEPA an efficient process and in creating a quality NEPA document.

",Environmental Regulations and Planning,Technical Competence,Interpersonal Skills (*),Systems Engineering,Teaching Others,HR Information Systems,Cost Estimation and Analysis,Data Systems,Systems Testing and Evaluation,Requirements Analysis,Accountability,0.365170747,0.318851173,0.301015317,0.295780778,0.29337492600000004,0.289137512,0.287004888,0.28310287,0.27457362399999996,0.273415804
72,BLM-TC-1730-86,ArcGIS 4: Sharing Content on the Web,"TARGET AUDIENCE:  Experienced GIS users who want to learn more about accessing and publishing web-based data in Esri's online platform.

COURSE DESCRIPTION:  Learn to share geographic content, making it accessible to everyone who needs it, when and how they want to access it. This course teaches how to publish your organization's authoritative GIS data, maps, and tools as services that can be discovered on your organization's public or private ArcGIS portal, easily accessed from desktop and online applications, and featured in web and mobile apps.

For additional details on the course as provided by Esri, please visit the provided URL:  https://www.esri.com/training/catalog/57630434851d31e02a43ef31/arcgis-4:-sharing-content-on-the-web/

COURSE OBJECTIVES: 

	* DETERMINE which sharing option is appropriate for your needs.
	* AUTHOR and publish map, feature, geoprocessing, and image services.
	* SHARE GIS resources as stand-alone services and in web maps and apps.

SPECIAL REQUIREMENTS: Requests for interpreters or other special requirements must be received at the NTC no later than 45 days prior to the start of the class.  Form can be accessed at:  https://www.ntc.blm.gov/krc/uploads/982/Reasonable_Accommodation_Request_Form.pdf

",Geographic Information Systems (GIS),Mental Visualization,Cartography,Spatial Orientation,Geography,Geographical Sciences,Fishery Biology,Astronomy,Surveying,Wildlife Biology,Information Management,0.21113225800000002,0.20679542399999998,0.203435525,0.18365161100000002,0.151333824,0.148894399,0.144217402,0.139968067,0.139201969,0.139090657
73,BLM-TC-1730-88,Implementing Versioned Workflows in a Multiuser Geodatabase,"TARGET AUDIENCE:  Highly experienced GIS users who will be performing enterprise database administration, such as Database Owners (DBO) and/or Database Administrators (DBA).

COURSE DESCRIPTION:  Learn a sound versioning workflow that minimizes disruption to editors, ensures the integrity of your organization's GIS data, and integrates well with existing business workflows. This course explores a variety of versioned editing workflows and examines how versioning decisions impact data accuracy and database performance.

For additional details on the course as provided by Esri, please visit the provided URL: https://www.esri.com/training/catalog/57630435851d31e02a43ef9c/implementing-versioned-workflows-in-a-multiuser-geodatabase/

COURSE OBJECTIVES:  

	* DESIGN a versioning workflow that meets your organization's needs.
	* LOAD DATA into a versioned feature class.
	* MANAGE multiple geodatabase versions.
	* MONITOR and MAINTAIN database performance in a versioned editing environment.

SPECIAL REQUIREMENTS: Requests for interpreters or other special requirements must be received at the NTC no later than 45 days prior to the start of the class.  Form can be accessed at:  https://www.ntc.blm.gov/krc/uploads/982/Reasonable_Accommodation_Request_Form.pdf

",Geographic Information Systems (GIS),Database Management Systems,Applies Technology to Tasks,Systems Life Cycle,Database Administration,Client Engagement/Change Management,Organizational Performance Analysis,Configuration Management,Information Technology Program Management,Mental Visualization,Fire Management,0.225521654,0.203641102,0.18207067300000002,0.179769769,0.158816844,0.15867705599999998,0.157507032,0.155671,0.151890755,0.149483949
74,BLM-TC-1730-89,Distributing Data Using Geodatabase Replication,"TARGET AUDIENCE:  Highly experienced GIS users who will be performing enterprise database administration, such as Database Owners (DBO) and/or Database Administrators (DBA)

COURSE DESCRIPTION:  This course teaches best practices to plan and implement geodatabase replication to support multiuser editing workflows and data-sharing initiatives. Learn how to protect the integrity and performance of your production database while meeting the needs of desktop, mobile, and online users. This course is taught using ArcMap. 

For additional details on the course as provided by Esri, please visit the provided URL:  https://www.esri.com/training/catalog/57630435851d31e02a43ef90/distributing-data-using-geodatabase-replication/

COURSE OBJECTIVES:

	* DETERMINE the number and type of replicas needed to support your organization's GIS workflows.
	* PLAN a synchronization strategy for replicated data.

	* MANAGE schema changes between replicas.

	* USE a geodata service in a web application to create a replica and synchronize edits.

 SPECIAL REQUIREMENTS: Requests for interpreters or other special requirements must be received at the NTC no later than 45 days prior to the start of the class.  Form can be accessed at:  https://www.ntc.blm.gov/krc/uploads/982/Reasonable_Accommodation_Request_Form.pdf

",Geographic Information Systems (GIS),Database Administration,Database Management Systems,Data Management,Data Systems,Acquisition Strategy,Systems Life Cycle,IT Modeling and Simulation,Fluid Dynamics and Mechanics,Mental Visualization,Enterprise Architecture,0.23616066600000002,0.21693448699999998,0.20373211800000002,0.195783645,0.180553615,0.17424187100000002,0.16724108199999999,0.166687846,0.164613783,0.159278855
75,BLM-TC-1730-87,User Workflows for ArcGIS Online Organizations,"TARGET AUDIENCE:  Experienced GIS users who want to learn more about accessing and manipulating web-based data in Esri's online platform.

COURSE DESCRIPTION:  This workshop introduces web maps, apps, and other authoritative content that may be available through your ArcGIS Online organizational site. You will see how this content helps you infuse your projects with geographic context, additional business intelligence, and visual impact. The instructor shows how to create and share web maps on an organizational site and from within Microsoft Excel. Concepts also apply to an ArcGIS Enterprise organizational portal.

The instructor will present conceptual information and demonstrate realistic scenarios and typical workflows to discover, use, create, and share web maps and apps. Interactive question and answer sessions will be held throughout the workshop, and you are encouraged to ask the instructor about the topics covered and related questions. The workshop includes a downloadable reference document (PDF) and certificate of completion.

For additional details on the course as provided by Esri, please visit the provided URL:  https://www.esri.com/training/catalog/57630435851d31e02a43f01f/user-workflows-for-arcgis-online-organizations

COURSE OBJECTIVES:

	* CREATE and style a web map.
	* USE TEMPLATES to style and configure a web app.
	* USE WEB MAPS in Microsoft Office applications.
	* SHARE maps and other content on your ArcGIS Online organizational site.

SPECIAL REQUIREMENTS: Requests for interpreters or other special requirements must be received at the NTC no later than 45 days prior to the start of the class.  Form can be accessed at:  https://www.ntc.blm.gov/krc/uploads/982/Reasonable_Accommodation_Request_Form.pdf

",Geographic Information Systems (GIS),Mental Visualization,Cartography,Systems Life Cycle,HR Information Systems,Spatial Orientation,Requirements Analysis,Fluid Dynamics and Mechanics,Workforce Planning,Geology,Acquisition Strategy,0.243087992,0.234311044,0.20301207899999998,0.194853991,0.193929464,0.190432712,0.186824381,0.185192749,0.18461757899999998,0.184507012
76,BLM-TC-1730-90,Introduction to Geoprocessing Scripts Using Python,"TARGET AUDIENCE:  Experienced GIS users wanting to learn advanced Python techniques to help automate their workflows for geoprocessing and to expand their data analysis capabilities.

COURSE DESCRIPTION:  Reduce the time spent on complex and repetitive workflows, so you can focus on GIS work that can't be automated. This course teaches how to create Python scripts for key ArcGIS workflows and share them so they are accessible to others.

For additional details on the course as provided by Esri, please visit the provided URL:  https://www.esri.com/training/catalog/57630435851d31e02a43f054/introduction-to-geoprocessing-scripts-using-python/
COURSE OBJECTIVES: 

	* MANAGE and update attribute data and features with cursors and objects.
	* AUTOMATE geoprocessing and map production operations.

	* ENSURE your script syntax is valid and errors are properly handled.
	* SHARE scripts using custom script tools and geoprocessing packages.

SPECIAL REQUIREMENTS: Requests for interpreters or other special requirements must be received at the NTC no later than 45 days prior to the start of the class.  Form can be accessed at:  https://www.ntc.blm.gov/krc/uploads/982/Reasonable_Accommodation_Request_Form.pdf

",Geographic Information Systems (GIS),Database Administration,Computer Languages,HR Information Systems,Learning,Teaching Others,Arithmetic,IT Modeling and Simulation,Systems Life Cycle,Logical Systems Design,Information Technology Program Management,0.185529262,0.18122202199999998,0.165099561,0.163892299,0.16295971,0.160757989,0.15938776699999999,0.157570496,0.155329183,0.15403050199999999
77,BLM-TC-1730-85,Creating Story Maps with ArcGIS,"TARGET AUDIENCE:  Familiarity with ArcGIS Online will be helpful but is not required.

RECOMMENDED PREREQUISITES:  Familiarity with ArcGIS Online will be helpful but is not required.

COURSE DESCRIPTION:  Thanks to their engaging user experience, story maps have achieved mass appeal as a vehicle to inform the public, engage stakeholders, and inspire an audience. This course—for anyone that wants to communicate with maps—teaches the concepts, best practices, and decisions that need to be made when creating and sharing a story map.

For additional details on the course as provided by Esri, please visit the provided URL:  https://www.esri.com/training/catalog/5887d359378ef44b34da22b2/creating-story-maps-with-arcgis/

COURSE OBJECTIVES:

	* CHOOSE an appropriate story map app for your purpose and audience.
	* ADD web maps, images, multimedia, and text to create an engaging story map.

	* APPLY best practices to share and promote your story maps.

SPECIAL REQUIREMENTS: Requests for interpreters or other special requirements must be received at the NTC no later than 45 days prior to the start of the class.  Form can be accessed at:  https://www.ntc.blm.gov/krc/uploads/982/Reasonable_Accommodation_Request_Form.pdf

",Geographic Information Systems (GIS),Cartography,Writing (*),Writing (†),Creative Thinking (†),Spatial Orientation,Mental Visualization,Creative Thinking (*),Geology,Geography,Astronomy,0.28971654199999997,0.228314564,0.225131616,0.211561367,0.21095956899999999,0.209257334,0.198283672,0.189031392,0.18667139100000002,0.186471671
78,BLM-TC-3800-14,Alaska Advanced Placers,"TARGET AUDIENCE: Mineral examiners and candidates that have completed 3800-04. This course is open to target personnel from BLM, USFS, and NPS. Students must be federal employees, in GS-880 (Mining Engineer) or GS-1350 (Geologist) jobs. Exceptions made if appropriate.

REQUIRED PREREQUISITES:  Must have completed seminar course Placer Examination Techniques, BLM-TC3-800-04.  

NOTE: ALL PROSPECTIVE PARTICIPANTS IN THE CLASS ARE PLACED ON A “WAIT LIST” UPON SUPERVISOR APPROVAL. NOTIFICATION OF ENROLLMENT OCCURS APPROXIMATELY 2 MONTHS PRIOR TO THE COURSE START DATE.

COURSE DESCRIPTION:  This advanced level course is conducted in Fairbanks, Alaska, with field exercises in active placer mining areas in Alaska, which will include observation, mapping, and evaluating placer mining operations, and operating earth-moving equipment.

COURSE OBJECTIVES:

	* Identify the placer categories through observations and prepare maps.
	* Determine equipment cycle times and prepare flow diagrams of operations.
	* Evaluate small placer gold mining operations.
	* Estimate material removed at a modern hydraulic mine and evaluate reclamation.
	* Make stream relocation plans.
	* Operate placer sample equipment in various sizes
	* Evaluate underground placer mines in permafrost.
	* Make cost estimates in small operations where normal cost estimation protocols will fail.
	* Match equipment sizes in a mining plan.
	* Evaluate resources through sampling.

NTC will pay travel and per diem costs for BLM employees in the target group at a rate determined by NTC.

Participants should be prepared for shared lodging and long travel days. Weather and insect conditions will be unpredictable.

ONCE YOU ENROLL IN THIS COURSE, PLEASE SEE ADDITIONAL INFORMATION ON THE SEMINAR ACTIVITIES SCREEN.

SPECIAL REQUIREMENTS: Requests for interpreters or other special requirements must be received at the NTC no later than 45 days prior to the start of the class. Form can be accessed at: https://www.ntc.blm.gov/krc/uploads/982/Reasonable_Accommodation_Request_Form.pdf

Keyword: 3800-14, Solid Minerals, Certified Mineral Examiner, Alaska Placers, Mining, Cost Estimation, Field Work, Mineral Report, Mapping, Sampling

",Physical Sciences-Natural Resource Management,Mining Engineering,Astronomy,Space Science,Geotechnical Engineering,Petroleum Engineering,Mental Visualization,Transportation Engineering,Operations,Earth Science,Soil Science,0.252297699,0.227846742,0.21069248,0.198598713,0.195017263,0.19332701,0.187588573,0.180799559,0.170371085,0.16887053800000001
79,BLM-TC-1730-92,ArcGIS 2: Essential Workflows,"TARGET AUDIENCE:  Users that are new to GIS technology and/or need a refresher with ArcGIS.

PREREQUISITES:  Completion of Introduction to GIS Using ArcGIS and Referencing Data to Real-World Locations Using ArcGIS or equivalent knowledge. Alternatively, completion of ArcGIS 1: Introduction to GIS or equivalent knowledge.

COURSE DESCRIPTION:  In this course, you will acquire the skills to perform the most common ArcGIS workflows. Primarily using ArcMap, you will explore, manage, and analyze geographic data and create informative maps. Learn techniques to effectively share your ArcGIS work with decision makers, colleagues, and the public.

NOTE:   COURSE CONCEPTS APPLY TO ARCGIS 10.5, 10.6, AND 10.7. Esri will provide ArcGIS 10.7 software for use during class.

For additional details on the course as provided by Esri, please visit the provided URL:  https://www.esri.com/training/catalog/57630436851d31e02a43f119/arcgis-2%3A-essential-workflows/

COURSE OBJECTIVES:  

	* Organize, create, and edit geographic data.
	* Manage, symbolize, and label map layers.
	* Analyze GIS data and solve spatial problems.
	* Share maps and analysis results.

SPECIAL REQUIREMENTS: Requests for interpreters or other special requirements must be received at the NTC no later than 45 days prior to the start of the class.  Form can be accessed at:  https://www.ntc.blm.gov/krc/uploads/982/Reasonable_Accommodation_Request_Form.pdf

",Geographic Information Systems (GIS),Cartography,Spatial Orientation,Visual Identification,Mental Visualization,Requirements Analysis,Acquisition Strategy,Surveying,Logical Systems Design,Transportation Engineering,Business Process Reengineering,0.21534951,0.208736345,0.19938242399999997,0.19594556100000002,0.195561543,0.19091475,0.18847903600000002,0.180884868,0.17834492,0.17687450300000002
80,BLM-TC-1730-91,Editing Data with ArcGIS for Desktop,"TARGET AUDIENCE:  Users that are new to editing in ArcGIS and those who need a refresher with ArcMap editing.

REQUIRED PREREQUISITE:  Completion of ArcGIS 2: Essential Workflows (BLM-TC-1730-92) or equivalent knowledge.

COURSE DESCRIPTION:   This course teaches methods for accurately creating and maintaining data stored in a geodatabase. You will learn a recommended workflow for data automation and practice with tools and techniques that help ensure data integrity during editing.

_NOTE: _COURSE CONCEPTS APPLY TO ARCGIS DESKTOP 10.4, 10.5, AND 10.6 (ARCMAP). Esri will provide ArcGIS 10.6 software for use during class.

For additional details on the course as provided by Esri, please visit the provided URL:  https://www.esri.com/training/catalog/57630437851d31e02a43f225/editing-data-with-arcgis-for-desktop/

COURSE OBJECTIVES:  

	* Manage updates to your GIS database.
	* Create and edit feature geometry and attributes.
	* Solve common data alignment issues.
	* Maintain spatial relationships among features using topology.

SPECIAL REQUIREMENTS: Requests for interpreters or other special requirements must be received at the NTC no later than 45 days prior to the start of the class.  Form can be accessed at:  https://www.ntc.blm.gov/krc/uploads/982/Reasonable_Accommodation_Request_Form.pdf

",Geographic Information Systems (GIS),Cartography,Embedded Computers,Spatial Orientation,Computer Skills,Data Management,Mental Visualization,Software Engineering,Database Administration,Astronomy,Requirements Analysis,0.21594555699999998,0.208227605,0.20280899100000002,0.19675776399999997,0.185726225,0.173712328,0.173504293,0.17345929100000002,0.167075962,0.165790632
81,BLM-TC-1730-93,Building Geodatabases,"TARGET AUDIENCE:   Experienced ArcMap users that want to learn more effective data management practices.

REQUIRED PREREQUISITE:  Completion of ArcGIS 2: Essential Workflows (BLM-TC-1730-92) or equivalent knowledge.

COURSE DESCRIPTION:  Master essential geodatabase concepts and acquire the skills you need to create a geodatabase, add data to it, and model the real-world spatial relationships inherent to your data. You will learn how to take advantage of geodatabase features that ensure the integrity of your GIS data over time.

NOTE;  THIS COURSE IS TAUGHT USING ARCGIS DESKTOP ADVANCED (ARCMAP). Course concepts apply to file-based and multiuser geodatabases and to ArcGIS 10.4, 10.5, and 10.6. Esri will provide ArcGIS 10.6 software for use during class.

For additional details on the course as provided by Esri, please visit the provided URL:  https://www.esri.com/training/catalog/57630436851d31e02a43f1d5/building-geodatabases/

SPECIAL REQUIREMENTS: Requests for interpreters or other special requirements must be received at the NTC no later than 45 days prior to the start of the class.  Form can be accessed at:  https://www.ntc.blm.gov/krc/uploads/982/Reasonable_Accommodation_Request_Form.pdf

",Geographic Information Systems (GIS),Building and Construction,Design,Surveying,Manufacturing,Structural Engineering,Landscape Architecture,Aerospace Engineering,Modeling and Simulation,Spatial Orientation,Geotechnical Engineering,0.350109726,0.272461474,0.263745248,0.262530476,0.262324125,0.257784009,0.251599371,0.24323903,0.242277667,0.24077674699999999
82,BLM-TC-1730-66,Preparing for Geospatial Change,"TARGET AUDIENCE:  Managers and other organizational leaders who are modernizing GIS-supported workflows, planning a new ArcGIS deployment, or expanding ArcGIS access outside the current user base will benefit from this course.​

DIGITAL TRANSFORMATION STARTS WITH HUMAN TRANSFORMATION.

As organizations deploy modern geospatial capabilities to improve their operations, common challenges are identifying the impacted workforce and preparing them to quickly adopt new workflows. Leaders who focus on supporting the workforce through a time of change will be rewarded with a smoother transition, faster technology adoption, and a more confident and productive workforce.

Facilitated by a Prosci-certified Esri change practitioner, this interactive, hands-on course guides attendees through foundational steps to conduct a successful change management initiative using the popular Prosci ADKAR model of change management. Class time is devoted to open discussion on change management best practices and focused planning time. ​

OBJECTIVES:  

	* Document the strategic implications of ArcGIS adoption at all levels of the organization and all impacted stakeholders.
	* Establish a support and sponsorship framework to ensure long-term, successful adoption.
	* Communicate effectively by understanding the organizational impacts of new technology from the perspective of executives, managers, and employees.

PRE-REQUISITES:  Attendees should identify a specific ArcGIS project that is in the planning or implementation stages prior to class. Course materials include templates that attendees can use to jump start change management efforts immediately after class.

SPECIAL REQUIREMENTS: Requests for interpreters or other special requirements must be received at the NTC no later than 45 days prior to the start of the class.  Form can be accessed at:  https://www.ntc.blm.gov/krc/uploads/982/Reasonable_Accommodation_Request_Form.pdf

",Geospatial Sciences-Natural Resource Management,Change Management,Acquisition Strategy,Planning and Evaluating,Client Engagement/Change Management,Teaching Others,Public Planning,Teaches Others,Workforce Planning,Learning,Requirements Analysis,0.318510801,0.298000991,0.27031424600000004,0.255980462,0.251171529,0.240406007,0.24022698399999998,0.236704484,0.23244360100000003,0.22961965199999998
83,BLM-TC-1730-67,Working with Lidar Data in ArcGIS,"TARGET AUDIENCE:  Beginning to intermediate ArcGIS users new to Lidar analysis​ with some familiarity with ArcGIS Pro.​

This course introduces light detection and ranging (lidar) data concepts, collection methods, quality-control considerations, and common applications. Techniques to manage, edit, visualize, and share lidar-derived 2D and 3D information products using ArcGIS Pro are covered

PRE-REQUISITES:  Completion of ArcGIS Pro: Essential Workflows or Migrating from ArcMap to ArcGIS Pro or equivalent knowledge.

OBJECTIVES:

	* Validate the quality and accuracy of lidar data.
	* Edit lidar data to correct errors.
	* Organize, process, visualize, and share lidar data using ArcGIS LAS datasets, mosaic datasets, and point cloud scene layers.
	* Derive useful information products from lidar data, including raster surfaces, building footprints, and vegetation estimates.

SPECIAL REQUIREMENTS: Requests for interpreters or other special requirements must be received at the NTC no later than 45 days prior to the start of the class.  Form can be accessed at:  https://www.ntc.blm.gov/krc/uploads/982/Reasonable_Accommodation_Request_Form.pdf

",Geographic Information Systems (GIS),Surveying,Remote Sensing,Spatial Orientation,Embedded Computers,Cartography,Astronomy,Modeling and Simulation,Mental Visualization,Data Management,Applies Technology to Tasks,0.255314589,0.241879642,0.240671098,0.2400949,0.232084572,0.223282605,0.218699127,0.217406362,0.21118864399999998,0.204380333
84,BLM-TC-1730-68,Sharing GIS Content Using ArcGIS,"TARGET AUDIENCE: Intermediate and advanced GIS users who intend to publish and share data via the web.​

ENABLE LOCATION-BASED INSIGHTS AND DATA-DRIVEN DECISIONS ACROSS YOUR ORGANIZATION.

Learn how to efficiently share a variety of geospatial resources to an ArcGIS Online organizational site or ArcGIS Enterprise portal website. This course teaches how to publish high-performing services that extend ArcGIS mapping and analytics capabilities across your organization. Course attendees receive a free e-Book copy of Getting to Know Web GIS, third edition.​

OBJECTIVES:

	* Share content between ArcGIS portals.
	* Devise a sharing strategy that supports your organization's workflows and business goals.
	* Share map layers, web maps, data, imagery, custom analysis tools, and ArcGIS Pro project packages.
	* Create map and vector tile caches to enable fast display performance.

REQUIRED PRE-REQUISITES:  Completion of ArcGIS Pro: Essential Workflows or Migrating from ArcMap to ArcGIS Pro or equivalent knowledge.

SPECIAL REQUIREMENTS: Requests for interpreters or other special requirements must be received at the NTC no later than 45 days prior to the start of the class.  Form can be accessed at:  https://www.ntc.blm.gov/krc/uploads/982/Reasonable_Accommodation_Request_Form.pdf

",Geographic Information Systems (GIS),Cartography,Spatial Orientation,Mental Visualization,Geography,Surveying,Acquisition Strategy,Astronomy,Remote Sensing,Geology,Learning,0.26982891600000003,0.226687878,0.22562474,0.220123023,0.18595752100000001,0.17829763899999998,0.17556400600000002,0.162183791,0.160421863,0.157780409
85,BLM-TC-1730-83,Photogrammetry for UAS using Agisoft Metashape 1.5.5,"TARGET AUDIENCE:  BLM remote pilots, data processors, or anyone who has an interest in processing UAS collected stereo-imagery for resource management projects using _Agisoft Metashape_.    ​

The Bureau of Land Management (BLM) National Operations Center (NOC) in cooperation with the BLM National Training Center (NTC) is hosting a training course for processing photogrammetric data collected with unmanned aircraft systems (UAS). This course will teach participants the fundamental concepts of photogrammetry and the skills required to process stereo-imagery collected using UAS to produce various geospatial imagery products using _Agisoft Metashape_.  ​

OBJECTIVES:

	* Understand the principals of photogrammetry and stereo-image acquisition as it relates to unmanned aircraft systems (UAS).
	* Learn the principals of mission planning for UAS photogrammetry and how to properly set up a use a digital camera for stereo-image acquisitions.
	* Learn how to use the software Agisoft Metashape to process UAS acquired stereo-imagery to produce various geospatial products.
	* Understand the data lifecycle of UAS photogrammetry and how to properly plan, collect, process, and archive UAS acquired imagery.

SPECIAL REQUIREMENTS: Requests for interpreters or other special requirements must be received at the NTC no later than 45 days prior to the start of the class.  Form can be accessed at:  https://www.ntc.blm.gov/krc/uploads/982/Reasonable_Accommodation_Request_Form.pdf

",Geospatial Sciences-Natural Resource Management,Flight Systems,Aerospace Engineering,Embedded Computers,Remote Sensing,Modeling and Simulation,Mental Visualization,Applies Technology to Tasks,IT Modeling and Simulation,Data Systems,Requirements Analysis,0.195275038,0.185373843,0.182424471,0.177654862,0.165679485,0.157810956,0.15546643699999999,0.15179944,0.149104863,0.14649713
86,BLM-TC-1730-74,Creating Python Scripts for ArcGIS,"TARGET AUDIENCE:  Experienced GIS users who want to enhance their skills ​with automation and programming with Python. 

Time is valuable. Learn how to create scripts that will streamline your GIS work. This course teaches how to access the Python environment in ArcGIS Pro, script common data management tasks, and automate geoprocessing workflows. You'll learn techniques to share your scripts so they are easily accessible both inside and outside ArcGIS Pro.​​​​

PRE-REQUISITES:  Completion of ArcGIS Pro: Essential Workflows or Migrating from ArcMap to ArcGIS Pro or equivalent knowledge is required.

Some familiarity with Python and basic programming concepts is assumed. Those new to Python should complete the free web course ""Python for Everyone"" prior to class.

OBJECTIVES: 

	*
Apply Python syntax rules, error-handling techniques, and tool validation to create robust scripts in ArcGIS Pro.
	* Use lists and loops to repeat geoprocessing tasks within a script to create an efficient, repeatable analysis workflow.
	* Use cursors to access geospatial data, edit attributes, and create and modify features.
	* Create geoprocessing packages and custom script tools to share your Python scripts with other ArcGIS users.

To view additional information about the course, please visit Esri's website - https://www.esri.com/training/catalog/5b0431e067b46f2fe61b082f/creating-python-scripts-for-arcgis/.

SPECIAL REQUIREMENTS: Requests for interpreters or other special requirements must be received at the NTC no later than 45 days prior to the start of the class.  Form can be accessed at:  https://www.ntc.blm.gov/krc/uploads/982/Reasonable_Accommodation_Request_Form.pdf

",Geographic Information Systems (GIS),Cartography,Computer Skills,Embedded Computers,Database Administration,Computer Languages,Mental Visualization,Petroleum Engineering,Teaching Others,Spatial Orientation,Astronomy,0.191810623,0.171082884,0.167460054,0.166867971,0.165580779,0.164586127,0.16212779300000002,0.160736397,0.159393758,0.158507079
87,BLM-TC-1730-75,Creating and Editing Data with ArcGIS Pro,"TARGET AUDIENCE:  BLM employees that are new to GIS and want to learn more about editing data in ArcGIS Pro.

​REQUIRED PREREQUISITE: Completion of ArcGIS Pro: Essential Workflows or equivalent knowledge.

Maintain the accuracy of your authoritative GIS data!  This course teaches best practices to create accurate geographic data and maintain it over time. You will get ample hands-on practice with a variety of ArcGIS Pro tools that streamline the editing process and decrease the potential for errors when updating your GIS database. 

​COURSE OBJECTIVES: 

	*  Apply a standard editing workflow to manage updates to geographic data.
	* Configure ArcGIS Pro application and project settings to support efficient editing.
	* Create, modify, and delete 2D and 3D features and attributes.
	* Solve common data alignment issues and maintain spatial relationships among features when editing.

SPECIAL REQUIREMENTS: Requests for interpreters or other special requirements must be received at the NTC no later than 45 days prior to the start of the class.  Form can be accessed at:  https://www.ntc.blm.gov/krc/uploads/982/Reasonable_Accommodation_Request_Form.pdf

",Geographic Information Systems (GIS),Cartography,Software Testing and Evaluation,IT Modeling and Simulation,Data Management,Learning,Software Engineering,Computer Skills,Modeling and Simulation,Spatial Orientation,Teaching Others,0.230988413,0.21422132800000002,0.21285662100000002,0.21137538600000003,0.208031088,0.200983346,0.199072197,0.19816824800000002,0.197964072,0.191968203
88,BLM-TC-1730-94,Introduction to GIS using ArcGIS ,"TARGET AUDIENCE:  Students who are new to GIS

REQUIRED PREREQUISITE:  Experience with Windows-based software for basic file management and browsing.

Discover the power of spatial.

Learn fundamental concepts that underlie GIS technology and geographic data. In this course, you will gain experience using GIS maps to visualize and explore real-world features; analyze data to answer questions and create new information; and share maps, data, and other resources so they can be easily accessed throughout your organization.​

COURSE OBJECTIVES:

	* Identify appropriate data to support a mapping project.
	* Create a map, add data to it, and symbolize map features to support the map's purpose.
	* Share data, maps, and other content to an organizational portal.
	* Perform spatial analysis to obtain information about map features within an area of interest.

SPECIAL REQUIREMENTS: Requests for interpreters or other special requirements must be received at the NTC no later than 45 days prior to the start of the class.  Form can be accessed at:  https://www.ntc.blm.gov/krc/uploads/982/Reasonable_Accommodation_Request_Form.pdf

",Geographic Information Systems (GIS),Cartography,Spatial Orientation,Mental Visualization,Astronomy,Surveying,Geography,Geology,Remote Sensing,Requirements Analysis,HR Information Systems,0.338706464,0.307815582,0.273860991,0.250890195,0.24662980399999998,0.244434103,0.241047233,0.22633495899999997,0.21539381100000002,0.213902935
